,movie_title,title_year,actor_1_name,actor_2_name,actor_3_name,director_name,title_year
1231,The Lincoln Lawyer ,2011.0,Matthew McConaughey,Margarita Levieva,Frances Fisher,Brad Furman,2011.0
1233,The Prestige ,2006.0,Christian Bale,Hugh Jackman,Scarlett Johansson,Christopher Nolan,2006.0
1234,Horrible Bosses 2 ,2014.0,Kevin Spacey,Christoph Waltz,Lindsay Sloane,Sean Anders,2014.0
1235,Escape from Planet Earth ,2013.0,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Cal Brunker,2013.0
1236,Apocalypto ,2006.0,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,Mel Gibson,2006.0
1237,The Living Daylights ,1987.0,Joe Don Baker,Desmond Llewelyn,Art Malik,John Glen,1987.0
1238,Predators ,2010.0,Topher Grace,Alice Braga,Derek Mears,Nimród Antal,2010.0
1239,Legal Eagles ,1986.0,Brian Dennehy,Debra Winger,Roscoe Lee Browne,Ivan Reitman,1986.0
1240,Secret Window ,2004.0,Johnny Depp,Charles S. Dutton,Timothy Hutton,David Koepp,2004.0
1241,The Lake House ,2006.0,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,Alejandro Agresti,2006.0
1242,The Skeleton Key ,2005.0,Gena Rowlands,Deneen Tyler,Joy Bryant,Iain Softley,2005.0
1243,The Odd Life of Timothy Green ,2012.0,Jennifer Garner,Odeya Rush,Common,Peter Hedges,2012.0
1244,Made of Honor ,2008.0,Busy Philipps,Beau Garrett,Kevin Sussman,Paul Weiland,2008.0
1245,Jersey Boys ,2014.0,Johnny Cannizzaro,Steve Schirripa,Scott Vance,Clint Eastwood,2014.0
1246,The Rainmaker ,1997.0,Matt Damon,Dean Stockwell,Virginia Madsen,Francis Ford Coppola,1997.0
1247,Gothika ,2003.0,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,Mathieu Kassovitz,2003.0
1248,Amistad ,1997.0,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,Steven Spielberg,1997.0
1249,Medicine Man ,1992.0,Lorraine Bracco,José Wilker,Sean Connery,John McTiernan,1992.0
1250,Aliens vs. Predator: Requiem ,2007.0,Sam Trammell,Johnny Lewis,Ian Whyte,Colin Strause,2007.0
1251,Ri¢hie Ri¢h ,1994.0,Macaulay Culkin,John Larroquette,Jonathan Hyde,Donald Petrie,1994.0
1252,Autumn in New York ,2000.0,J.K. Simmons,Sam Trammell,Elaine Stritch,Joan Chen,2000.0
1253,Music and Lyrics ,2007.0,Brad Garrett,Scott Porter,Haley Bennett,Marc Lawrence,2007.0
1254,Paul ,2011.0,Bobby Lee,Nelson Ascencio,Jeremy Owen,Greg Mottola,2011.0
1255,The Guilt Trip ,2012.0,Miriam Margolyes,Tom Virtue,Julene Renee,Anne Fletcher,2012.0
1256,Scream 4 ,2011.0,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,Wes Craven,2011.0
1257,8MM ,1999.0,Nicolas Cage,Chris Bauer,Anthony Heald,Joel Schumacher,1999.0
1258,The Doors ,1991.0,Michael Wincott,Kevin Dillon,Kathleen Quinlan,Oliver Stone,1991.0
1259,Sex Tape ,2014.0,James Wilcox,Randall Park,Nat Faxon,Jake Kasdan,2014.0
1260,Hanging Up ,2000.0,Adam Arkin,Celia Weston,Jesse James,Diane Keaton,2000.0
1261,Final Destination 5 ,2011.0,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,Steven Quale,2011.0
1262,Mickey Blue Eyes ,1999.0,Jeanne Tripplehorn,Burt Young,Vincent Pastore,Kelly Makin,1999.0
1263,Pay It Forward ,2000.0,Kevin Spacey,Haley Joel Osment,Angie Dickinson,Mimi Leder,2000.0
1264,Fever Pitch ,2005.0,Jimmy Fallon,KaDee Strickland,Ione Skye,Bobby Farrelly,2005.0
1265,Arthur             ,,Bruce Dinsmore,Melissa Altro,Daniel Brochu,,
1266,Drillbit Taylor ,2008.0,Lisa Ann Walter,Shaun Weiss,Matt Walsh,Steven Brill,2008.0
1267,A Million Ways to Die in the West ,2014.0,Liam Neeson,Charlize Theron,Seth MacFarlane,Seth MacFarlane,2014.0
1268,The Shadow ,1994.0,Jonathan Winters,Peter Boyle,John Kapelos,Russell Mulcahy,1994.0
1269,Extremely Loud & Incredibly Close ,2011.0,Tom Hanks,Thomas Horn,Stephen Henderson,Stephen Daldry,2011.0
1270,Morning Glory ,2010.0,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,Roger Michell,2010.0
1271,Get Rich or Die Tryin' ,2005.0,50 Cent,Bill Duke,Marc John Jefferies,Jim Sheridan,2005.0
1272,The Art of War ,2000.0,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,Christian Duguay,2000.0
1273,Rent ,2005.0,Rosario Dawson,David Fine,Jesse L. Martin,Chris Columbus,2005.0
1274,Bless the Child ,2000.0,Rufus Sewell,Jimmy Smits,Angela Bettis,Chuck Russell,2000.0
1275,The Out-of-Towners ,1999.0,Oliver Hudson,Valerie Perri,Carlease Burke,Sam Weisman,1999.0
1276,The Island of Dr. Moreau ,1996.0,Marlon Brando,Temuera Morrison,Marco Hofschneider,John Frankenheimer,1996.0
1277,The Musketeer ,2001.0,Catherine Deneuve,Justin Chambers,Stephen Rea,Peter Hyams,2001.0
1278,The Other Boleyn Girl ,2008.0,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,Justin Chadwick,2008.0
1279,Sweet November ,2001.0,Keanu Reeves,Charlize Theron,Frank Langella,Pat O'Connor,2001.0
1280,The Reaping ,2007.0,Stephen Rea,Andrea Frankle,William Ragsdale,Stephen Hopkins,2007.0
1281,Mean Streets ,1973.0,Robert De Niro,David Carradine,David Proval,Martin Scorsese,1973.0
1282,Renaissance Man ,1994.0,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,Penny Marshall,1994.0
1283,Colombiana ,2011.0,Jordi Mollà,Callum Blue,Jesse Borrego,Olivier Megaton,2011.0
1284,The Magic Sword: Quest for Camelot ,1998.0,Gary Oldman,Jaleel White,Eric Idle,Frederik Du Chau,1998.0
1285,City by the Sea ,2002.0,Robert De Niro,James Franco,John Doman,Michael Caton-Jones,2002.0
1286,At First Sight ,1999.0,Mira Sorvino,Nathan Lane,Steven Weber,Irwin Winkler,1999.0
1287,Torque ,2004.0,Dane Cook,Jay Hernandez,Christina Milian,Joseph Kahn,2004.0
1288,City Hall ,1996.0,Al Pacino,Martin Landau,Bridget Fonda,Harold Becker,1996.0
1289,Showgirls ,1995.0,Bobbie Phillips,Elizabeth Berkley,Robert Davi,Paul Verhoeven,1995.0
1290,Marie Antoinette ,2006.0,Kirsten Dunst,Shirley Henderson,Rip Torn,Sofia Coppola,2006.0
1291,Kiss of Death ,1995.0,Nicolas Cage,Michael Rapaport,Philip Baker Hall,Barbet Schroeder,1995.0
1292,Get Carter ,2000.0,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,Stephen Kay,2000.0
1293,The Impossible ,2012.0,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,J.A. Bayona,2012.0
1294,Ishtar ,1987.0,Carol Kane,Warren Beatty,Isabelle Adjani,Elaine May,1987.0
1295,Fantastic Mr. Fox ,2009.0,Bill Murray,Meryl Streep,Helen McCrory,Wes Anderson,2009.0
1296,Life or Something Like It ,2002.0,Angelina Jolie Pitt,Stockard Channing,James Gammon,Stephen Herek,2002.0
1297,Memoirs of an Invisible Man ,1992.0,Richard Epcar,Michael McKean,Patricia Heaton,John Carpenter,1992.0
1298,Amélie ,2001.0,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,Jean-Pierre Jeunet,2001.0
1299,New York Minute ,2004.0,Mary-Kate Olsen,Bob Saget,Riley Smith,Dennie Gordon,2004.0
1300,Alfie ,2004.0,Omar Epps,Nia Long,Jane Krakowski,Charles Shyer,2004.0
1301,Big Miracle ,2012.0,Ted Danson,Tim Blake Nelson,Andrew Daly,Ken Kwapis,2012.0
1302,The Deep End of the Ocean ,1999.0,Alexa PenaVega,Treat Williams,Jonathan Jackson,Ulu Grosbard,1999.0
1303,Feardotcom ,2002.0,Natascha McElhone,Jeffrey Combs,Udo Kier,William Malone,2002.0
1304,Cirque du Freak: The Vampire's Assistant ,2009.0,Josh Hutcherson,Salma Hayek,Patrick Fugit,Paul Weitz,2009.0
1306,Duplex ,2003.0,Justin Theroux,Amber Valletta,Harvey Fierstein,Danny DeVito,2003.0
1307,Soul Men ,2008.0,Bernie Mac,Sean Hayes,Mike Epps,Malcolm D. Lee,2008.0
1308,Raise the Titanic ,1980.0,M. Emmet Walsh,Jason Robards,Anne Archer,Jerry Jameson,1980.0
1309,Universal Soldier: The Return ,1999.0,Michael Jai White,Daniel von Bargen,Xander Berkeley,Mic Rodgers,1999.0
1310,Pandorum ,2009.0,Norman Reedus,Dennis Quaid,Eddie Rouse,Christian Alvart,2009.0
1311,Impostor ,2001.0,Gary Dourdan,Mekhi Phifer,Tim Guinee,Gary Fleder,2001.0
1312,Extreme Ops ,2002.0,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,Christian Duguay,2002.0
1313,Just Visiting ,2001.0,Bridgette Wilson-Sampras,Matt Ross,John Aylward,Jean-Marie Poiré,2001.0
1314,Sunshine ,2007.0,Chris Evans,Benedict Wong,Troy Garity,Danny Boyle,2007.0
1315,A Thousand Words ,2012.0,John Gatins,Lou Saliba,Greg Collins,Brian Robbins,2012.0
1316,Delgo ,2008.0,Eric Idle,Anne Bancroft,Kelly Ripa,Marc F. Adler,2008.0
1317,The Gunman ,2015.0,Ray Winstone,Mark Rylance,Jasmine Trinca,Pierre Morel,2015.0
1318,Alex Rider: Operation Stormbreaker ,2006.0,Alex Pettyfer,Sophie Okonedo,Ashley Walters,Geoffrey Sax,2006.0
1320,Hackers ,1995.0,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,Iain Softley,1995.0
1321,The Hunting Party ,2007.0,James Brolin,Zan Marolt,Ljubomir Kerekes,Richard Shepard,2007.0
1322,The Hudsucker Proxy ,1994.0,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,Joel Coen,1994.0
1323,The Warlords ,2007.0,Jet Li,Takeshi Kaneshiro,Andy Lau,Peter Ho-Sun Chan,2007.0
1324,Nomad: The Warrior ,2005.0,Jay Hernandez,Kuno Becker,Jason Scott Lee,Sergey Bodrov,2005.0
1325,Snowpiercer ,2013.0,Chris Evans,Ewen Bremner,Kang-ho Song,Joon-ho Bong,2013.0
1326,A Monster in Paris ,2011.0,Adam Goldberg,Bob Balaban,François Cluzet,Bibo Bergeron,2011.0
1327,The Last Shot ,2004.0,Matthew Broderick,Glenn Morshower,Tim Blake Nelson,Jeff Nathanson,2004.0
1328,The Crow ,1994.0,Michael Wincott,Bai Ling,David Patrick Kelly,Alex Proyas,1994.0
1329,Baahubali: The Beginning ,2015.0,Tamannaah Bhatia,Anushka Shetty,Prabhas,S.S. Rajamouli,2015.0
1330,The Time Traveler's Wife ,2009.0,Arliss Howard,Brooklynn Proulx,Michelle Nolden,Robert Schwentke,2009.0
1331,Because I Said So ,2007.0,Colin Ferguson,Stephen Collins,Tom Everett Scott,Michael Lehmann,2007.0
1332,The Fast and the Furious ,2001.0,Paul Walker,Vin Diesel,Jordana Brewster,Rob Cohen,2001.0
1333,Frankenweenie ,2012.0,Martin Landau,Catherine O'Hara,Atticus Shaffer,Tim Burton,2012.0
1334,Serenity ,2005.0,Adam Baldwin,Sean Maher,Michael Hitchcock,Joss Whedon,2005.0
1335,Against the Ropes ,2004.0,Omar Epps,Charles S. Dutton,Tim Daly,Charles S. Dutton,2004.0
1336,Superman III ,1983.0,Margot Kidder,Robert Vaughn,Jackie Cooper,Richard Lester,1983.0
1337,Grudge Match ,2013.0,Robert De Niro,Sylvester Stallone,Oscar Gale,Peter Segal,2013.0
1338,Red Cliff ,2008.0,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,John Woo,2008.0
1339,Sweet Home Alabama ,2002.0,Ethan Embry,Mary Lynn Rajskub,Courtney Gains,Andy Tennant,2002.0
1340,The Ugly Truth ,2009.0,Gerard Butler,John Michael Higgins,Eric Winter,Robert Luketic,2009.0
1341,Sgt. Bilko ,1996.0,Austin Pendleton,Phil Hartman,Max Casella,Jonathan Lynn,1996.0
1342,Spy Kids 2: Island of Lost Dreams ,2002.0,Steve Buscemi,Alexa PenaVega,Emily Osment,Robert Rodriguez,2002.0
1343,Star Trek: Generations ,1994.0,LeVar Burton,Alan Ruck,Jonathan Frakes,David Carson,1994.0
1344,The Grandmaster ,2013.0,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,Kar-Wai Wong,2013.0
1345,Water for Elephants ,2011.0,Robert Pattinson,Christoph Waltz,James Frain,Francis Lawrence,2011.0
1346,3rd Rock from the Sun             ,,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston,,
1347,Dragon Nest: Warriors' Dawn ,2014.0,Blythe Auffarth,Bianca Collins,Jiao Xu,Yuefeng Song,2014.0
1348,The Hurricane ,1999.0,Denzel Washington,Vincent Pastore,Deborah Kara Unger,Norman Jewison,1999.0
1349,Enough ,2002.0,Bill Cobbs,Jeff Kober,Billy Campbell,Michael Apted,2002.0
1350,Heartbreakers ,2001.0,Sarah Silverman,Anne Bancroft,Jeffrey Jones,David Mirkin,2001.0
1351,Paul Blart: Mall Cop 2 ,2015.0,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,Andy Fickman,2015.0
1352,Angel Eyes ,2001.0,Sonia Braga,Shirley Knight,Kari Matchett,Luis Mandoki,2001.0
1353,Joe Somebody ,2001.0,Jim Belushi,Ken Marino,Kelly Lynch,John Pasquin,2001.0
1354,The Ninth Gate ,1999.0,Johnny Depp,Frank Langella,Lena Olin,Roman Polanski,1999.0
1355,Extreme Measures ,1996.0,J.K. Simmons,Paul Guilfoyle,Bill Nunn,Michael Apted,1996.0
1356,Rock Star ,2001.0,Beth Grant,Dagmara Dominczyk,Matthew Glave,Stephen Herek,2001.0
1358,White Squall ,1996.0,Jeff Bridges,Jason Marsden,Ethan Embry,Ridley Scott,1996.0
1359,The Thing ,1982.0,Wilford Brimley,Richard Masur,David Clennon,John Carpenter,1982.0
1360,Riddick ,2013.0,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,David Twohy,2013.0
1361,Switchback ,1997.0,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,Jeb Stuart,1997.0
1362,Texas Rangers ,2001.0,Tom Skerritt,Usher Raymond,Leonor Varela,Steve Miner,2001.0
1363,City of Ember ,2008.0,Bill Murray,Toby Jones,Harry Treadaway,Gil Kenan,2008.0
1364,The Master ,2012.0,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild,Paul Thomas Anderson,2012.0
1365,Virgin Territory ,2007.0,Hayden Christensen,Ryan Cartwright,David Walliams,David Leland,2007.0
1366,The Express ,2008.0,Dennis Quaid,Nicole Beharie,Charles S. Dutton,Gary Fleder,2008.0
1367,The 5th Wave ,2016.0,Chloë Grace Moretz,Maggie Siff,Nick Robinson,J Blakeson,2016.0
1368,Creed ,2015.0,Sylvester Stallone,Phylicia Rashad,Graham McTavish,Ryan Coogler,2015.0
1369,The Town ,2010.0,Jeremy Renner,Jon Hamm,Owen Burke,Ben Affleck,2010.0
1370,What to Expect When You're Expecting ,2012.0,Anna Kendrick,Dennis Quaid,Thomas Lennon,Kirk Jones,2012.0
1371,Burn After Reading ,2008.0,J.K. Simmons,Brad Pitt,Kevin Sussman,Ethan Coen,2008.0
1372,Nim's Island ,2008.0,Gerard Butler,Anthony Simcoe,Christopher James Baker,Jennifer Flackett,2008.0
1373,Rush ,2013.0,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Ron Howard,2013.0
1374,Magnolia ,1999.0,Patton Oswalt,Neil Flynn,Jim Meskimen,Paul Thomas Anderson,1999.0
1375,Cop Out ,2010.0,Bruce Willis,Tracy Morgan,Kevin Pollak,Kevin Smith,2010.0
1376,How to Be Single ,2016.0,Alison Brie,Damon Wayans Jr.,Nicholas Braun,Christian Ditter,2016.0
1377,Dolphin Tale ,2011.0,Morgan Freeman,Michael Roark,Harry Connick Jr.,Charles Martin Smith,2011.0
1379,John Q ,2002.0,Denzel Washington,Laura Harring,Anne Heche,Nick Cassavetes,2002.0
1380,Blue Streak ,1999.0,Peter Greene,Dave Chappelle,Tamala Jones,Les Mayfield,1999.0
1381,We're the Millers ,2013.0,Laura-Leigh,Molly C. Quinn,Thomas Lennon,Rawson Marshall Thurber,2013.0
1382,Obitaemyy ostrov ,2009.0,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Fedor Bondarchuk,2009.0
1383,Breakdown ,1997.0,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,Jonathan Mostow,1997.0
1384,Never Say Never Again ,1983.0,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera,Irvin Kershner,1983.0
1385,Hot Tub Time Machine ,2010.0,Charlie McDermott,Collette Wolfe,Crystal Lowe,Steve Pink,2010.0
1386,Dolphin Tale 2 ,2014.0,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,Charles Martin Smith,2014.0
1387,Reindeer Games ,2000.0,Charlize Theron,James Frain,Clarence Williams III,John Frankenheimer,2000.0
1388,A Man Apart ,2003.0,Vin Diesel,Jeff Kober,Larenz Tate,F. Gary Gray,2003.0
1390,Ghosts of Mississippi ,1996.0,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,Rob Reiner,1996.0
1391,Snow Falling on Cedars ,1999.0,Rick Yune,Reeve Carney,Daniel von Bargen,Scott Hicks,1999.0
1392,The Rite ,2011.0,Anthony Hopkins,Colin O'Donoghue,Toby Jones,Mikael Håfström,2011.0
1393,Gattaca ,1997.0,Blair Underwood,Xander Berkeley,Mason Gamble,Andrew Niccol,1997.0
1394,Isn't She Great ,2000.0,Stockard Channing,Nathan Lane,John Larroquette,Andrew Bergman,2000.0
1395,Space Chimps ,2008.0,Cheryl Hines,Kenan Thompson,Omid Abtahi,Kirk De Micco,2008.0
1396,Head of State ,2003.0,Bernie Mac,Dylan Baker,Tracy Morgan,Chris Rock,2003.0
1397,The Hangover ,2009.0,Bradley Cooper,Rob Riggle,Mike Epps,Todd Phillips,2009.0
1398,Ip Man 3 ,2015.0,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Wilson Yip,2015.0
1399,Austin Powers: The Spy Who Shagged Me ,1999.0,Muse Watson,Verne Troyer,Robert Wagner,Jay Roach,1999.0
1400,Batman ,1989.0,Michael Gough,Jack Palance,William Hootkins,Tim Burton,1989.0
1401,There Be Dragons ,2011.0,Jordi Mollà,Dougray Scott,Lily Cole,Roland Joffé,2011.0
1402,Lethal Weapon 3 ,1992.0,Rene Russo,Nick Chinlund,Stuart Wilson,Richard Donner,1992.0
1403,The Blind Side ,2009.0,Catherine Dyer,Quinton Aaron,Kim Dickens,John Lee Hancock,2009.0
1404,Rush Hour             ,,Jon Foo,Aimee Garcia,Wendie Malick,,
1405,Spy Kids ,2001.0,Alexa PenaVega,Cheech Marin,Daryl Sabara,Robert Rodriguez,2001.0
1406,Horrible Bosses ,2011.0,Kevin Spacey,Lindsay Sloane,Reginald Ballard,Seth Gordon,2011.0
1407,True Grit ,2010.0,Matt Damon,Jeff Bridges,Bruce Green,Ethan Coen,2010.0
1408,The Devil Wears Prada ,2006.0,Meryl Streep,Anne Hathaway,Rebecca Mader,David Frankel,2006.0
1409,Star Trek: The Motion Picture ,1979.0,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Robert Wise,1979.0
1410,Identity Thief ,2013.0,Jon Favreau,Eric Stonestreet,T.I.,Seth Gordon,2013.0
1411,Cape Fear ,1991.0,Robert De Niro,Robert Mitchum,Joe Don Baker,Martin Scorsese,1991.0
1412,21 ,2008.0,Kevin Spacey,Jim Sturgess,Josh Gad,Robert Luketic,2008.0
1413,Trainwreck ,2015.0,Amy Schumer,Randall Park,Josh Segarra,Judd Apatow,2015.0
1414,Guess Who ,2005.0,Bernie Mac,Nicole Sullivan,Sherri Shepherd,Kevin Rodney Sullivan,2005.0
1415,The English Patient ,1996.0,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,Anthony Minghella,1996.0
1416,L.A. Confidential ,1997.0,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Curtis Hanson,1997.0
1417,Sky High ,2005.0,Michael Angarano,Kelly Preston,Nicholas Braun,Mike Mitchell,2005.0
1418,In & Out ,1997.0,Tom Selleck,Wilford Brimley,Lauren Ambrose,Frank Oz,1997.0
1419,Species ,1995.0,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Roger Donaldson,1995.0
1421,The Cell ,2000.0,Dylan Baker,Jake Weber,James Gammon,Tarsem Singh,2000.0
1422,The Man in the Iron Mask ,1998.0,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,Randall Wallace,1998.0
1423,Secretariat ,2010.0,Scott Glenn,Kevin Connolly,Dylan Walsh,Randall Wallace,2010.0
1424,TMNT ,2007.0,Chris Evans,Sarah Michelle Gellar,Mako,Kevin Munroe,2007.0
1425,Radio ,2003.0,Alfre Woodard,Riley Smith,Debra Winger,Michael Tollin,2003.0
1426,Friends with Benefits ,2011.0,Mila Kunis,Justin Timberlake,Masi Oka,Will Gluck,2011.0
1427,Neighbors 2: Sorority Rising ,2016.0,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,Nicholas Stoller,2016.0
1428,Saving Mr. Banks ,2013.0,Tom Hanks,Ruth Wilson,B.J. Novak,John Lee Hancock,2013.0
1429,Malcolm X ,1992.0,Denzel Washington,Delroy Lindo,Al Freeman Jr.,Spike Lee,1992.0
1430,This Is 40 ,2012.0,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,Judd Apatow,2012.0
1431,Old Dogs ,2009.0,Robin Williams,Bernie Mac,Ann-Margret,Walt Becker,2009.0
1432,Underworld: Rise of the Lycans ,2009.0,Craig Parker,Kevin Grevioux,Steven Mackintosh,Patrick Tatopoulos,2009.0
1433,License to Wed ,2007.0,Robin Williams,Christine Taylor,Mindy Kaling,Ken Kwapis,2007.0
1434,The Benchwarmers ,2006.0,Jon Lovitz,Jon Heder,Tim Meadows,Dennis Dugan,2006.0
1435,Must Love Dogs ,2005.0,Stockard Channing,Victor Webster,Elizabeth Perkins,Gary David Goldberg,2005.0
1436,Donnie Brasco ,1997.0,Johnny Depp,Al Pacino,Anne Heche,Mike Newell,1997.0
1437,Resident Evil ,2002.0,Milla Jovovich,Jaymes Butler,Colin Salmon,Paul W.S. Anderson,2002.0
1439,The Ladykillers ,2004.0,J.K. Simmons,Tom Hanks,Stephen Root,Ethan Coen,2004.0
1440,Max Payne ,2008.0,Mila Kunis,Beau Bridges,Jamie Hector,John Moore,2008.0
1441,In Time ,2011.0,Matt Bomer,Olivia Wilde,Justin Timberlake,Andrew Niccol,2011.0
1442,The Back-up Plan ,2010.0,Danneel Ackles,Noureen DeWulf,Tom Bosley,Alan Poul,2010.0
1443,Something Borrowed ,2011.0,Ashley Williams,Steve Howey,Kirsten Day,Luke Greenfield,2011.0
1444,Hit the Floor             ,,Jodi Lyn O'Keefe,Kimberly Elise,Logan Browning,,
1445,Black Knight ,2001.0,Tom Wilkinson,Marsha Thomason,Vincent Regan,Gil Junger,2001.0
1446,The Bad News Bears ,1976.0,Tatum O'Neal,Vic Morrow,Joyce Van Patten,Michael Ritchie,1976.0
1447,Street Fighter ,1994.0,Ming-Na Wen,Raul Julia,Kylie Minogue,Steven E. de Souza,1994.0
1448,The Pianist ,2002.0,Emilia Fox,Frank Finlay,Ed Stoppard,Roman Polanski,2002.0
1450,The Nativity Story ,2006.0,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Catherine Hardwicke,2006.0
1452,Closer ,2004.0,Natalie Portman,Julia Roberts,Colin Stinton,Mike Nichols,2004.0
1453,J. Edgar ,2011.0,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Clint Eastwood,2011.0
1454,Mirrors ,2008.0,Jason Flemyng,Cameron Boyce,Julian Glover,Alexandre Aja,2008.0
1455,Queen of the Damned ,2002.0,Aaliyah,Lena Olin,Bruce Spence,Michael Rymer,2002.0
1456,Predator 2 ,1990.0,Adam Baldwin,Robert Davi,Kevin Peter Hall,Stephen Hopkins,1990.0
1457,Untraceable ,2008.0,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Gregory Hoblit,2008.0
1458,Blast from the Past ,1999.0,Brendan Fraser,Sissy Spacek,Douglas Smith,Hugh Wilson,1999.0
1459,Flash Gordon ,1980.0,Brian Blessed,William Hootkins,Sam J. Jones,Mike Hodges,1980.0
1460,Jersey Girl ,2004.0,Stephen Root,Mike Starr,George Carlin,Kevin Smith,2004.0
1461,Alex Cross ,2012.0,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Rob Cohen,2012.0
1462,Midnight in the Garden of Good and Evil ,1997.0,Kevin Spacey,Bob Gunton,Leon Rippy,Clint Eastwood,1997.0
1464,Nanny McPhee Returns ,2010.0,Daniel Mays,Bill Bailey,Eros Vlahos,Susanna White,2010.0
1465,Hoffa ,1992.0,Frank Whaley,J.T. Walsh,Paul Guilfoyle,Danny DeVito,1992.0
1466,The X Files: I Want to Believe ,2008.0,Mitch Pileggi,Callum Rennie,Nicki Aycox,Chris Carter,2008.0
1467,Ella Enchanted ,2004.0,Anne Hathaway,Steve Coogan,Joanna Lumley,Tommy O'Haver,2004.0
1468,Concussion ,2015.0,Will Smith,Eddie Marsan,Albert Brooks,Peter Landesman,2015.0
1469,Abduction ,2011.0,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,John Singleton,2011.0
1470,Valiant ,2005.0,Jim Broadbent,Olivia Williams,Pip Torrens,Gary Chapman,2005.0
1471,Wonder Boys ,2000.0,Robert Downey Jr.,Rip Torn,Richard Thomas,Curtis Hanson,2000.0
1472,Superhero Movie ,2008.0,Drake Bell,Tracy Morgan,Marion Ross,Craig Mazin,2008.0
1473,Broken City ,2013.0,Alona Tal,James Ransone,Michael Beach,Allen Hughes,2013.0
1474,Cursed ,2005.0,Shannon Elizabeth,Portia de Rossi,Derek Mears,Wes Craven,2005.0
1475,Premium Rush ,2012.0,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,David Koepp,2012.0
1476,Hot Pursuit ,2015.0,Jim Gaffigan,Richard T. Jones,Michael Mosley,Anne Fletcher,2015.0
1477,The Four Feathers ,2002.0,Djimon Hounsou,Lucy Gordon,Alex Jennings,Shekhar Kapur,2002.0
1478,Parker ,2013.0,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Taylor Hackford,2013.0
1479,Wimbledon ,2004.0,Kirsten Dunst,Jon Favreau,Austin Nichols,Richard Loncraine,2004.0
